loss,accuracy,val_loss,val_accuracy
0.5107998251914978,0.8542139530181885,0.3053760230541229,0.9085561633110046
0.29101887345314026,0.9207292795181274,0.27095678448677063,0.9197860956192017
0.24373120069503784,0.9323493838310242,0.2713198959827423,0.914973258972168
0.19924022257328033,0.9425671100616455,0.2567392885684967,0.9320855736732483
0.16755065321922302,0.9504474401473999,0.2620185315608978,0.9251337051391602
0.15978209674358368,0.9528515934944153,0.2746124565601349,0.9267379641532898
0.13415996730327606,0.9601976871490479,0.27916157245635986,0.9304812550544739
0.11853872984647751,0.9637371301651001,0.2787538170814514,0.929411768913269
0.10568761080503464,0.9666087627410889,0.282897412776947,0.9347593784332275
0.09820515662431717,0.9680780172348022,0.2899141311645508,0.929411768913269
0.0787569209933281,0.9744890928268433,0.3299540877342224,0.925668478012085
0.08251530677080154,0.9738212823867798,0.35320717096328735,0.9245989322662354
0.06795510649681091,0.9774942994117737,0.3560251295566559,0.9326203465461731
0.06563571095466614,0.9776946902275085,0.3754454553127289,0.9288769960403442
0.053271450102329254,0.9836382865905762,0.3740715980529785,0.9251337051391602
0.06247035041451454,0.9798316955566406,0.3989957273006439,0.9240641593933105
0.05563080683350563,0.9823026657104492,0.44121965765953064,0.9208556413650513
0.05133014917373657,0.9837718605995178,0.43276458978652954,0.9288769960403442
0.05385280400514603,0.9845064878463745,0.44838830828666687,0.9224599003791809
0.04728659242391586,0.9844396710395813,0.472724586725235,0.9278075098991394
