loss,accuracy,val_loss,val_accuracy
0.5592441558837891,0.840657114982605,0.39740148186683655,0.8855615258216858
0.37153133749961853,0.8997595906257629,0.32080820202827454,0.9042780995368958
0.3118882179260254,0.9165219664573669,0.29645729064941406,0.9096256494522095
0.2754010558128357,0.924535870552063,0.2877860367298126,0.914973258972168
0.24799099564552307,0.931547999382019,0.29083114862442017,0.9155080318450928
0.22915194928646088,0.9369574189186096,0.3003045916557312,0.9122994542121887
0.20562447607517242,0.941298246383667,0.27487820386886597,0.9171122908592224
0.19142934679985046,0.9456391334533691,0.28893300890922546,0.9229946732521057
0.18542879819869995,0.9468411803245544,0.2668296992778778,0.9278075098991394
0.166165292263031,0.95064777135849,0.29395467042922974,0.9224599003791809
0.16631096601486206,0.9517830610275269,0.3048170208930969,0.9224599003791809
0.1588110625743866,0.9531187415122986,0.30333948135375977,0.9245989322662354
0.13976924121379852,0.9598637819290161,0.31013768911361694,0.9240641593933105
0.14091473817825317,0.9582610130310059,0.31943291425704956,0.9176470637321472
0.12693241238594055,0.961600124835968,0.32715120911598206,0.9203208684921265
0.1204133853316307,0.9630693197250366,0.3290741741657257,0.9272727370262146
0.12203732877969742,0.9643381834030151,0.3548039197921753,0.9197860956192017
0.1157231554389,0.96353679895401,0.3429413437843323,0.9267379641532898
0.10983306169509888,0.9692133069038391,0.34862905740737915,0.9240641593933105
0.1120760515332222,0.9653398990631104,0.35212504863739014,0.9203208684921265
