loss,accuracy,val_loss,val_accuracy
0.5241251587867737,0.8540803790092468,0.356413334608078,0.8989304900169373
0.35523444414138794,0.9036329388618469,0.3083784878253937,0.9085561633110046
0.3044114410877228,0.9151195287704468,0.30397453904151917,0.9106951951980591
0.26366278529167175,0.9270068407058716,0.29142048954963684,0.914973258972168
0.24582421779632568,0.9307466149330139,0.30494996905326843,0.9133689999580383
0.2187705785036087,0.9366234540939331,0.30947282910346985,0.9144384860992432
0.21275348961353302,0.9396954774856567,0.3113381862640381,0.9128342270851135
0.1960902214050293,0.9443034529685974,0.31020238995552063,0.918716549873352
0.1787327527999878,0.949312150478363,0.313179612159729,0.918716549873352
0.1767343282699585,0.9503138661384583,0.32918423414230347,0.918716549873352
0.16512809693813324,0.9523841142654419,0.3787449896335602,0.9144384860992432
0.15857423841953278,0.9530519843101501,0.3883296251296997,0.9197860956192017
0.15813452005386353,0.9542540311813354,0.3387429118156433,0.9245989322662354
0.1359337717294693,0.9602644443511963,0.36850619316101074,0.9213903546333313
0.14897000789642334,0.9575263857841492,0.3646572232246399,0.9144384860992432
0.12951819598674774,0.9608654975891113,0.3845028579235077,0.9144384860992432
0.13462746143341064,0.9585281014442444,0.4005235433578491,0.9160428047180176
0.11639115959405899,0.9651395678520203,0.3787354528903961,0.9203208684921265
0.11748658865690231,0.9638039469718933,0.393999308347702,0.918716549873352
0.11405661702156067,0.966074526309967,0.40116646885871887,0.9213903546333313
