loss,accuracy,val_loss,val_accuracy
0.5381901264190674,0.8466675281524658,0.3112863600254059,0.9085561633110046
0.30240222811698914,0.9153198599815369,0.26941561698913574,0.9213903546333313
0.24267074465751648,0.9320822954177856,0.24015092849731445,0.9283422231674194
0.21156294643878937,0.939361572265625,0.23513877391815186,0.9288769960403442
0.1660592406988144,0.9505141973495483,0.2596876621246338,0.9251337051391602
0.14196015894412994,0.9578602910041809,0.22620093822479248,0.9395722150802612
0.12271054089069366,0.9634032249450684,0.2459498643875122,0.9342246055603027
0.10791005194187164,0.9655402898788452,0.2805011570453644,0.9283422231674194
0.10066541284322739,0.9672766327857971,0.2563847005367279,0.9336898326873779
0.08039689064025879,0.9750233888626099,0.2979145050048828,0.9342246055603027
0.0734434500336647,0.977761447429657,0.2574823796749115,0.9385026693344116
0.06355784088373184,0.9794977903366089,0.2765065133571625,0.9336898326873779
0.06400541961193085,0.9798316955566406,0.32211512327194214,0.9326203465461731
0.05756952986121178,0.9815680384635925,0.3040933310985565,0.9331550598144531
0.06097785755991936,0.981300950050354,0.3138672411441803,0.936898410320282
0.058827128261327744,0.9812341332435608,0.3333629071712494,0.9320855736732483
0.06403004378080368,0.9792306423187256,0.3174969255924225,0.9379678964614868
0.04722113907337189,0.9857085347175598,0.3403664529323578,0.9363636374473572
0.050392042845487595,0.9839054346084595,0.3682362735271454,0.9363636374473572
0.04848311468958855,0.9847068190574646,0.38550013303756714,0.925668478012085
