loss,accuracy,val_loss,val_accuracy
0.6244671940803528,0.8294376730918884,0.3369988799095154,0.9026737809181213
0.3732735812664032,0.9031654596328735,0.28686225414276123,0.9117646813392639
0.3073260486125946,0.9177908301353455,0.23755565285682678,0.9283422231674194
0.273488849401474,0.9272739291191101,0.23092380166053772,0.9310160279273987
0.25144022703170776,0.9320154786109924,0.2273857295513153,0.9336898326873779
0.21585984528064728,0.9433684945106506,0.21583229303359985,0.9379678964614868
0.20367921888828278,0.9435020685195923,0.20861436426639557,0.9422459602355957
0.18799398839473724,0.9472419023513794,0.22252996265888214,0.9336898326873779
0.17543400824069977,0.9503138661384583,0.22423475980758667,0.9352940917015076
0.16036465764045715,0.9540536999702454,0.20525109767913818,0.9406417012214661
0.15358300507068634,0.9551222324371338,0.19354289770126343,0.9422459602355957
0.1365099847316742,0.9632028937339783,0.19842247664928436,0.9385026693344116
0.1265001744031906,0.9640042781829834,0.21199534833431244,0.9363636374473572
0.12308920174837112,0.9652063846588135,0.21973396837711334,0.9390374422073364
0.11501213908195496,0.9670762419700623,0.2077101618051529,0.9363636374473572
0.11855138093233109,0.966475248336792,0.21284331381320953,0.9390374422073364
0.11956766247749329,0.9650728106498718,0.2062699794769287,0.9379678964614868
0.10597845166921616,0.9692133069038391,0.20554791390895844,0.944919764995575
0.10970840603113174,0.9692133069038391,0.21684089303016663,0.9363636374473572
0.1010037213563919,0.9696139693260193,0.20668277144432068,0.9379678964614868
